Statistical profiling result from isolate-0x130008000-64699-v8.log, (39114 ticks, 872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     15   62.5%            JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
      9   37.5%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
      3   10.7%      JS: +computeDiffColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:30:23
      3  100.0%        JS: +recompute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:143:14
      3  100.0%          JS: +SubjectExecutor /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:23:16
      3  100.0%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
      1    3.6%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:19:26
      1  100.0%        t _Builtins_ArrayForEach
      1  100.0%          JS: ^compute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:18:12
      1  100.0%            JS: ^recompute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:143:14
     25    4.1%    t _Builtins_StringPrototypeReplace
     11   44.0%      JS: *replacePropertyNamesForTheWholeQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:432:41
      6   54.5%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      6  100.0%          JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      5   83.3%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1   16.7%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      5   45.5%        JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      3   60.0%          JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      3  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1   20.0%          JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%            JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      1   20.0%          JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%            JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      9   36.0%      JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      7   77.8%        JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      7  100.0%          JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      7  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      2   22.2%        JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      2  100.0%          JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      2  100.0%            JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      3   12.0%      JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      3  100.0%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      3  100.0%          JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      2   66.7%            JS: *getMany /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:747:18
      1   33.3%            JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2    8.0%      JS: *escapeQueryWithParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite-abstract/AbstractSqliteDriver.js:305:30
      2  100.0%        JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2  100.0%          JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      2  100.0%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     24    4.0%    JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     13   54.2%      JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     13  100.0%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     13  100.0%          JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      8   61.5%            JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      4   30.8%            JS: *findOne /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/repository/Repository.js:275:18
      1    7.7%            JS: *findOne /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:611:18
      9   37.5%      JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      9  100.0%        JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      9  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1    4.2%      JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%        JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1    4.2%      JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%        JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
     23    3.8%    JS: *createColumnValueExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:935:32
     23  100.0%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:508:33
     23  100.0%        JS: *createValuesExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:501:27
     23  100.0%          JS: *createInsertExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:257:27
     14   60.9%            JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
      9   39.1%            JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     22    3.6%    JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
     22  100.0%      JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     22  100.0%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     22  100.0%          JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
     22  100.0%            JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
     22    3.6%    JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
     22  100.0%      t _Builtins_AsyncFunctionAwaitResolveClosure
     20    3.3%    JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
     20  100.0%      JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     20  100.0%        JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
     20  100.0%          JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
     20  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
     15    2.5%    JS: *formatValue node:internal/util/inspect:810:21
     15  100.0%      JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      9   60.0%        JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      9  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      3   20.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
      3  100.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      3  100.0%            JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      3   20.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
      3  100.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      3  100.0%            JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
     15    2.5%    JS: *broadcast /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/subscriber/Broadcaster.js:19:20
     15  100.0%      JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
     15  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
     12    2.0%    t _Builtins_AsyncFunctionAwaitResolveClosure
     11    1.8%    JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
     11  100.0%      JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     11  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
     11    1.8%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:676:26
     11  100.0%      JS: +updateSpecialColumnsInPersistedEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:630:44
     11  100.0%        JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:64:18
     11  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      8    1.3%    JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      5   62.5%      JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      5  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
      3   37.5%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
      3  100.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      3  100.0%          JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      3  100.0%            JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      8    1.3%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      7   87.5%      JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      7  100.0%        JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      7  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1   12.5%      t _Builtins_ArrayReduce
      1  100.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
      1  100.0%          t _Builtins_ArrayMap
      1  100.0%            JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      7    1.2%    JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:164:10
      7  100.0%      JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      7  100.0%        JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      7  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      7    1.2%    JS: *getEntityValue /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/RelationMetadata.js:244:19
      5   71.4%      JS: *getEntityValue /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/ColumnMetadata.js:424:19
      5  100.0%        JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:13:14
      4   80.0%          JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:164:10
      4  100.0%            JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1   20.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:141:30
      1  100.0%            JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2   28.6%      JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:13:14
      2  100.0%        JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:164:10
      2  100.0%          JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2  100.0%            JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18

    500    1.3%  t _Builtins_StringAdd_CheckNone
     46    9.2%    JS: *formatValue node:internal/util/inspect:810:21
     37   80.4%      JS: *formatProperty node:internal/util/inspect:1999:24
     37  100.0%        JS: *formatArray node:internal/util/inspect:1804:21
     36   97.3%          JS: *formatRaw node:internal/util/inspect:888:19
     36  100.0%            JS: *formatValue node:internal/util/inspect:810:21
      1    2.7%          JS: +formatRaw node:internal/util/inspect:888:19
      1  100.0%            JS: *formatValue node:internal/util/inspect:810:21
      9   19.6%      JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      6   66.7%        JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      6  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      2   22.2%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
      2  100.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      2  100.0%            JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      1   11.1%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
      1  100.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      1  100.0%            JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
     44    8.8%    JS: *createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
     27   61.4%      JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     27  100.0%        JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     27  100.0%          JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     27  100.0%            JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
     17   38.6%      JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
     16   94.1%        JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     16  100.0%          JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     16  100.0%            JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      1    5.9%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%          JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      1  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     37    7.4%    JS: *formatRaw node:internal/util/inspect:888:19
     37  100.0%      JS: *formatValue node:internal/util/inspect:810:21
     37  100.0%        JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
     22   59.5%          JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
     22  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
     11   29.7%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
     11  100.0%            JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      4   10.8%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
      4  100.0%            JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
     32    6.4%    JS: *createInsertExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:257:27
     23   71.9%      JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
     23  100.0%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     23  100.0%          JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
     23  100.0%            JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      9   28.1%      JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      9  100.0%        JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      9  100.0%          JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      9  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
     31    6.2%    JS: *transformColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:135:21
     21   67.7%      JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
     21  100.0%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     21  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
     10   32.3%      JS: *transformRawResultsGroup /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:100:29
      9   90.0%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      9  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1   10.0%        JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
      1  100.0%          JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
     29    5.8%    JS: *buildEscapedEntityColumnSelects /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1608:36
     29  100.0%      JS: *createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
     18   62.1%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     18  100.0%          JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     18  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     11   37.9%        JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      9   81.8%          JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      9  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1    9.1%          JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%            JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      1    9.1%          JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%            JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     26    5.2%    JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     23   88.5%      JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     22   95.7%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     22  100.0%          JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
     16   72.7%            JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2    9.1%            JS: *getMany /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:747:18
      2    9.1%            JS: *findOne /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/repository/Repository.js:275:18
      1    4.5%            JS: *storeEmbedding file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/repositories/EmbeddingRepository.js:43:25
      1    4.5%            JS: *getOne /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:710:17
      1    4.3%        JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1  100.0%          JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      1  100.0%            JS: +getMany /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:747:18
      1    3.8%      JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
