Statistical profiling result from isolate-0x130008000-64699-v8.log, (39114 ticks, 872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  JS: +createVariableStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26960:35
      1    0.0%    0.0%  JS: +createValuesExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:501:27
      1    0.0%    0.0%  JS: +createUnsafeBuffer node:internal/buffer:1094:28
      1    0.0%    0.0%  JS: +createSourceFile2 /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33378:29
      1    0.0%    0.0%  JS: +createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
      1    0.0%    0.0%  JS: +createReturningExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:589:30
      1    0.0%    0.0%  JS: +createQueryRunner /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/data-source/DataSource.js:402:22
      1    0.0%    0.0%  JS: +createPropertyPath /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:905:23
      1    0.0%    0.0%  JS: +createParameterDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:25740:38
      1    0.0%    0.0%  JS: +createOrderByExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/UpdateQueryBuilder.js:449:28
      1    0.0%    0.0%  JS: +createCatchClause /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:28021:29
      1    0.0%    0.0%  JS: +createBaseCallExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26466:36
      1    0.0%    0.0%  JS: +createAsyncIterator node:internal/streams/readable:1357:36
      1    0.0%    0.0%  JS: +controller.<computed>.started node:internal/webstreams/readablestream:3290:17
      1    0.0%    0.0%  JS: +consumeBody node:internal/deps/undici/undici:5709:31
      1    0.0%    0.0%  JS: +component file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/embeddings/domain/converters/TextConverters.js:10:21
      1    0.0%    0.0%  JS: +commitTransaction /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite-abstract/AbstractSqliteQueryRunner.js:90:28
      1    0.0%    0.0%  JS: +close node:internal/webstreams/readablestream:1156:8
      1    0.0%    0.0%  JS: +classify file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/parsing/FileParser.js:239:30
      1    0.0%    0.0%  JS: +checkAborted node:internal/fs/promises:472:22
      1    0.0%    0.0%  JS: +canPushMore node:internal/streams/readable:540:21
      1    0.0%    0.0%  JS: +canHaveModifiers /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32284:26
      1    0.0%    0.0%  JS: +canFollowModifier /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33999:29
      1    0.0%    0.0%  JS: +build /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/subject-builder/ManyToManySubjectBuilder.js:27:10
      1    0.0%    0.0%  JS: +bufferToLowerCasedHeaderName node:internal/deps/undici/undici:1351:42
      1    0.0%    0.0%  JS: +broadcastLoadEvent /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/subscriber/Broadcaster.js:592:23
      1    0.0%    0.0%  JS: +broadcastBeforeEventsForAll /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:160:32
      1    0.0%    0.0%  JS: +attachFileToDiagnostics /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:21624:33
      1    0.0%    0.0%  JS: +assign /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/ObjectUtils.js:27:18
      1    0.0%    0.0%  JS: +arrayEach file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/lodash-es/_arrayEach.js:10:19
      1    0.0%    0.0%  JS: +appendIfCommentDirective /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:14250:36
      1    0.0%    0.0%  JS: +appendHeader node:internal/deps/undici/undici:8635:26
      1    0.0%    0.0%  JS: +addEventListener node:internal/event_target:594:19
      1    0.0%    0.0%  JS: +addChunk node:internal/streams/readable:548:18
      1    0.0%    0.0%  JS: +__name node:internal/deps/undici/undici:4:14
      1    0.0%    0.0%  JS: +URLContext node:internal/url:173:3
      1    0.0%    0.0%  JS: +TokenOrIdentifierObject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:151007:14
      1    0.0%    0.0%  JS: +Timeout node:internal/timers:180:14
      1    0.0%    0.0%  JS: +SubjectTopologicalSorter /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectTopologicalSorter.js:13:16
      1    0.0%    0.0%  JS: +Subject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:21:16
      1    0.0%    0.0%  JS: +StringDecoder node:string_decoder:60:23
      1    0.0%    0.0%  JS: +SourceFileObject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:151369:14
      1    0.0%    0.0%  JS: +QueryBuilder /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:32:16
      1    0.0%    0.0%  JS: +FileHandle node:internal/fs/promises:158:14
      1    0.0%    0.0%  JS: +<anonymous> node:internal/modules/cjs/loader:913:38
      1    0.0%    0.0%  JS: +<anonymous> node:internal/deps/undici/undici:10723:24
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/PhpParser.js:407:55
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/MarkdownParser.js:735:54
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:825:58
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:1021:32
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:627:28
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:1065:36
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/repositories/RelationshipRepository.js:149:47
      1    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/persistence/IndexPersistence.js:13:43
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:76:22
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:22:66
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/UpdateQueryBuilder.js:309:33
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1612:53
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:90:44
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:24:40
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:451:69
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:120:35
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/subject-builder/ManyToManySubjectBuilder.js:28:31
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectTopologicalSorter.js:92:38
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectTopologicalSorter.js:109:38
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:731:57
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:680:46
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:676:26
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:145:55
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:34:42
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:164:59
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:62:34
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:679:36
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite-abstract/AbstractSqliteDriver.js:318:58
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/tree-sitter/index.js:843:40
      1    0.0%    0.0%  JS: *tryParseSemicolon /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33801:29
      1    0.0%    0.0%  JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/relation-id/RelationIdMetadataToAttributeTransformer.js:15:14
      1    0.0%    0.0%  JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/relation-count/RelationCountMetadataToAttributeTransformer.js:15:14
      1    0.0%    0.0%  JS: *scanJsxIdentifier /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:14359:29
      1    0.0%    0.0%  JS: *release /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite-abstract/AbstractSqliteQueryRunner.js:43:12
      1    0.0%    0.0%  JS: *readableStreamGetNumReadRequests node:internal/webstreams/readablestream:2083:42
      1    0.0%    0.0%  JS: *pushAsyncContext node:internal/async_hooks:539:26
      1    0.0%    0.0%  JS: *propagatePropertyNameFlagsOfChild /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:28994:43
      1    0.0%    0.0%  JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1    0.0%    0.0%  JS: *parseTypeMember /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35128:27
      1    0.0%    0.0%  JS: *parseTokenNode /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33783:26
      1    0.0%    0.0%  JS: *parseStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37550:26
      1    0.0%    0.0%  JS: *parsePropertyAccessExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36698:45
      1    0.0%    0.0%  JS: *parseParenthesizedArrowFunctionExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36050:53
      1    0.0%    0.0%  JS: *parseObjectLiteralElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36974:37
      1    0.0%    0.0%  JS: *parseImportOrExportSpecifier /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:38601:40
      1    0.0%    0.0%  JS: *parseIdentifier /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33902:27
      1    0.0%    0.0%  JS: *parseExpectedToken /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33762:30
      1    0.0%    0.0%  JS: *normalizeUnresolvedImportTargets file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/parsing/FileParser.js:233:43
      1    0.0%    0.0%  JS: *noop node:internal/util/debuglog:57:14
      1    0.0%    0.0%  JS: *nextTokenJSDoc /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33548:26
      1    0.0%    0.0%  JS: *mixedDateToUtcDatetimeString /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/DateUtils.js:140:40
      1    0.0%    0.0%  JS: *mergeDeep /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:56:21
      1    0.0%    0.0%  JS: *lookAhead /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33594:21
      1    0.0%    0.0%  JS: *lineComment node:internal/deps/cjs-module-lexer/lexer:1244:22
      1    0.0%    0.0%  JS: *isUndetectableObject node:internal/util/inspect:196:30
      1    0.0%    0.0%  JS: *isTypeMemberStart /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35107:29
      1    0.0%    0.0%  JS: *isStartOfStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37467:30
      1    0.0%    0.0%  JS: *isStartOfDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37464:32
      1    0.0%    0.0%  JS: *isReturningSqlSupported /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite-abstract/AbstractSqliteDriver.js:654:28
      1    0.0%    0.0%  JS: *isObject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/ObjectUtils.js:10:20
      1    0.0%    0.0%  JS: *isModuleLevelVariable file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:543:26
      1    0.0%    0.0%  JS: *isMethodDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:1548:24
      1    0.0%    0.0%  JS: *isLineBreak /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11719:21
      1    0.0%    0.0%  JS: *isLeftHandSideExpressionKind /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:15756:38
      1    0.0%    0.0%  JS: *isFunction file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/lodash-es/isFunction.js:27:20
      1    0.0%    0.0%  JS: *isDigit /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11722:17
      1    0.0%    0.0%  JS: *isDeclaration2 /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37383:26
      1    0.0%    0.0%  JS: *isBinaryOperator2 /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36176:29
      1    0.0%    0.0%  JS: *isASCIILetter /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11728:23
      1    0.0%    0.0%  JS: *identifier node:internal/deps/cjs-module-lexer/lexer:1119:21
      1    0.0%    0.0%  JS: *hasUnicodeEscape /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12117:23
      1    0.0%    0.0%  JS: *hasPrecedingLineBreak /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12119:28
      1    0.0%    0.0%  JS: *hasExtendedUnicodeEscape /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12118:31
      1    0.0%    0.0%  JS: *getStart /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:150879:11
      1    0.0%    0.0%  JS: *getBinaryOperatorPrecedence /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:19862:37
      1    0.0%    0.0%  JS: *get protocol node:internal/url:990:15
      1    0.0%    0.0%  JS: *get node:internal/streams/readable:130:8
      1    0.0%    0.0%  JS: *get node:internal/streams/duplex:161:8
      1    0.0%    0.0%  JS: *get hasMetadata /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/Alias.js:15:20
      1    0.0%    0.0%  JS: *from /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/result/InsertResult.js:20:16
      1    0.0%    0.0%  JS: *forEachChildInVariableDeclarationList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32534:86
      1    0.0%    0.0%  JS: *forEachChildInVariableDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32369:78
      1    0.0%    0.0%  JS: *forEachChildInTemplateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32644:76
      1    0.0%    0.0%  JS: *forEachChildInPrefixUnaryExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32493:82
      1    0.0%    0.0%  JS: *forEachChildInObjectLiteralExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32464:86
      1    0.0%    0.0%  JS: *forEachChildInNamedImportsOrExports /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32794:45
      1    0.0%    0.0%  JS: *forEachChildInJsxExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32691:66
      1    0.0%    0.0%  JS: *forEachChildInJsxAttribute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32685:64
      1    0.0%    0.0%  JS: *forEachChildInImportClause /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32616:64
      1    0.0%    0.0%  JS: *forEachChildInArrowFunction /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32407:66
      1    0.0%    0.0%  JS: *forEachChildInArrayType /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32425:58
      1    0.0%    0.0%  JS: *forEachChild /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:597:17
      1    0.0%    0.0%  JS: *finishNode /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33818:22
      1    0.0%    0.0%  JS: *findContainingFunction file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:942:40
      1    0.0%    0.0%  JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:62:33
      1    0.0%    0.0%  JS: *dirname node:path:1365:10
      1    0.0%    0.0%  JS: *decode node:internal/deps/cjs-module-lexer/lexer:55:17
      1    0.0%    0.0%  JS: *createWhereClausesExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:664:33
      1    0.0%    0.0%  JS: *createVariableStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26960:35
      1    0.0%    0.0%  JS: *createQueryRunner /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/data-source/DataSource.js:402:22
      1    0.0%    0.0%  JS: *createParameterDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:25740:38
      1    0.0%    0.0%  JS: *createParameter /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:199:20
      1    0.0%    0.0%  JS: *createLockExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1480:25
      1    0.0%    0.0%  JS: *createComment /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:515:18
      1    0.0%    0.0%  JS: *createBindingElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26330:32
      1    0.0%    0.0%  JS: *createBaseNode /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:25395:26
      1    0.0%    0.0%  JS: *createBaseDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:25398:33
      1    0.0%    0.0%  JS: *createAlias /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryExpressionMap.js:211:16
      1    0.0%    0.0%  JS: *computeLineOfPosition /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11692:31
      1    0.0%    0.0%  JS: *computeComponentContentHash file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/utils/ContentHash.js:2:44
      1    0.0%    0.0%  JS: *codePointUnchecked /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12169:30
      1    0.0%    0.0%  JS: *checkAborted node:internal/fs/promises:472:22
      1    0.0%    0.0%  JS: *cast /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:3348:14
      1    0.0%    0.0%  JS: *buildAlias /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/DriverUtils.js:94:22
      1    0.0%    0.0%  JS: *broadcastAfterInsertEvent /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/subscriber/Broadcaster.js:231:30
      1    0.0%    0.0%  JS: *binarySearchKey /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:2974:25
      1    0.0%    0.0%  JS: *assign /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/ObjectUtils.js:27:18
      1    0.0%    0.0%  JS: *assert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:3865:18
      1    0.0%    0.0%  JS: *asNodeArray /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:28850:23
      1    0.0%    0.0%  JS: *applyDetectorRule file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/BlockScanner.js:185:22
      1    0.0%    0.0%  JS: *__name node:internal/deps/undici/undici:4:14
      1    0.0%    0.0%  JS: *__export /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:22:16
      1    0.0%    0.0%  JS: *RelationCountMetadataToAttributeTransformer /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/relation-count/RelationCountMetadataToAttributeTransformer.js:9:16
      1    0.0%    0.0%  JS: *Component file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/entities/index/Component.entity.js:15:17
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/language-servers/utils/ComponentIdGenerator.js:131:21
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/language-servers/base/BaseLanguageServer.js:292:37
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/PhpParser.js:1053:58
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:262:31
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:828:34
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:627:28
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:346:34
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:330:31
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/java-parser/src/unicodesets.js:996:14
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/chevrotain/lib/src/scan/lexer.js:204:59
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/repositories/RelationshipRepository.js:94:43
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/parsing/FileParser.js:26:75
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/parsing/FileParser.js:127:57
      1    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/discovery/FileDiscovery.js:88:54
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:22:66
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1679:35
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1625:46
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1609:62
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:116:90
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:85:52
