Statistical profiling result from isolate-0x118008000-64678-v8.log, (6882 ticks, 113 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:424:24
      1    7.7%        JS: ^requireWithFallbackInDeps node:internal/bootstrap/realm:438:35
      1  100.0%          JS: ~lib/web/fetch/util.js node:internal/deps/undici/undici:4019:26
      1  100.0%            JS: ^__require node:internal/deps/undici/undici:5:49
      8   38.1%      JS: +requireBuiltin node:internal/bootstrap/realm:424:24
      8  100.0%        t _Builtins_CEntry_Return1_ArgvOnStack_NoBuiltinExit
      8  100.0%          JS: ~<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/vscode-oniguruma/release/main.js:1:6818
      8  100.0%            JS: ~t.loadWASM /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/vscode-oniguruma/release/main.js:1:6611
     16    1.6%    t _Builtins_StringPrototypeReplace
      5   31.3%      JS: +escapeQueryWithParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite-abstract/AbstractSqliteDriver.js:305:30
      5  100.0%        JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2   40.0%          JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1   50.0%            JS: ^executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1   50.0%            JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      2   40.0%          JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      2  100.0%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1   20.0%          JS: ^loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      1  100.0%            JS: ^executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      5   31.3%      JS: *replacePropertyNamesForTheWholeQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:432:41
      2   40.0%        JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      2  100.0%          JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2  100.0%            JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      2   40.0%        JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
      2  100.0%          JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2  100.0%            JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1   20.0%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%          JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      3   18.8%      JS: *escapeQueryWithParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite-abstract/AbstractSqliteDriver.js:305:30
      3  100.0%        JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2   66.7%          JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      2  100.0%            JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1   33.3%          JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      1  100.0%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      2   12.5%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:481:18
      2  100.0%        t _Builtins_ArrayMap
      2  100.0%          JS: +replacePropertyNamesForTheWholeQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:432:41
      1   50.0%            JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      1   50.0%            JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
      1    6.3%      JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%        JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%          JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
     16    1.6%    t _Builtins_RegExpPrototypeReplace
     16  100.0%      JS: *strEscape node:internal/util/inspect:518:19
     16  100.0%        JS: *<anonymous> node:internal/util/inspect:1700:11
     16  100.0%          t _Builtins_ArrayMap
     13   81.3%            JS: *formatValue node:internal/util/inspect:810:21
      2   12.5%            JS: *formatPrimitive node:internal/util/inspect:1683:25
      1    6.3%            JS: +formatPrimitive node:internal/util/inspect:1683:25
     16    1.6%    JS: ~parseJSONFromBytes node:internal/deps/undici/undici:5737:32
     16  100.0%      JS: ~<anonymous> node:internal/deps/undici/undici:5717:51
     16  100.0%        JS: ~fullyReadBody node:internal/deps/undici/undici:4598:33
     16  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
     10   62.5%            JS: ^processTicksAndRejections node:internal/process/task_queues:72:35
      6   37.5%            JS: +processTicksAndRejections node:internal/process/task_queues:72:35
     15    1.5%    t _Builtins_ObjectAssign
      6   40.0%      JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:426:17
      4   66.7%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      4  100.0%          t _Builtins_ArrayReduce
      2   50.0%            JS: +recompute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:217:14
      2   50.0%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
      2   33.3%        JS: *mergeDeep /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:56:21
      2  100.0%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      2  100.0%            t _Builtins_ArrayReduce
      3   20.0%      JS: +getParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:225:18
      3  100.0%        JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2   66.7%          JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      2  100.0%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1   33.3%          JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%            JS: ^executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      2   13.3%      JS: +recompute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:217:14
      2  100.0%        JS: +Subject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:21:16
      2  100.0%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:62:34
      2  100.0%            t _Builtins_ArrayForEach
      2   13.3%      JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1   50.0%        JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1   50.0%        JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      1  100.0%          JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1  100.0%            JS: +getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      1    6.7%      JS: ^recompute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:217:14
      1  100.0%        JS: ^Subject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:21:16
      1  100.0%          JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:62:34
      1  100.0%            t _Builtins_ArrayForEach
      1    6.7%      JS: +mergeObjectKey /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:402:26
      1  100.0%        JS: +merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:426:17
      1  100.0%          JS: +mergeDeep /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:56:21
      1  100.0%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
     14    1.4%    t _Builtins_ArrayPrototypeJoin
      8   57.1%      JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      5   62.5%        JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      5  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      3   37.5%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
      3  100.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      3  100.0%            JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      2   14.3%      JS: *join node:path:1256:7
      1   50.0%        JS: ^resolveNodeModule file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:278:22
      1  100.0%          JS: ^performResolution file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:198:28
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1   50.0%        JS: +resolveNodeModule file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:278:22
      1  100.0%          JS: +performResolution file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:198:28
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      2   14.3%      JS: *buildAlias /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:49:15
      2  100.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:72:60
      2  100.0%          t _Builtins_ArrayMap
      2  100.0%            JS: +group /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:65:10
      1    7.1%      JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/language-servers/base/BaseLanguageServer.js:292:37
      1  100.0%        t _Builtins_ArrayFilter
      1  100.0%          JS: ^deduplicateRelationshipArray file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/language-servers/base/BaseLanguageServer.js:290:33
      1  100.0%            JS: ^deduplicateRelationships file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/language-servers/base/BaseLanguageServer.js:281:29
      1    7.1%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1630:28
      1  100.0%        JS: +buildEscapedEntityColumnSelects /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1608:36
      1  100.0%          JS: +createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
      1  100.0%            JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
     14    1.4%    JS: ^storeEmbedding file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/repositories/EmbeddingRepository.js:43:25
     14  100.0%      t _Builtins_AsyncFunctionAwaitResolveClosure

    349    5.1%  T _thread_info

    182    2.6%  T _mach_absolute_time
    146   80.2%    JS: ^readFileSync node:fs:436:22
    106   72.6%      JS: ^defaultLoadImpl node:internal/modules/cjs/loader:1107:25
    106  100.0%        JS: ^loadSource node:internal/modules/cjs/loader:1739:20
     91   85.8%          JS: ^<anonymous> node:internal/modules/cjs/loader:1869:37
     90   98.9%            JS: ^<anonymous> node:internal/modules/cjs/loader:1443:33
      1    1.1%            JS: ^<anonymous> node:internal/modules/cjs/loader:1181:24
      4    3.8%          JS: ^cjsPreparseModuleExports node:internal/modules/esm/translators:350:34
      4  100.0%            JS: ^cjsPreparseModuleExports node:internal/modules/esm/translators:350:34
      3    2.8%          JS: ^<anonymous> node:internal/modules/cjs/loader:1896:39
